gene	p_values
ENSG00000102158.19	0.815052631578947
ENSG00000102172.15	0.00421052631578947
ENSG00000102178.12	0.219263157894737
ENSG00000102181.20	0.0368421052631579
ENSG00000102189.16	0.328105263157895
ENSG00000102218.5	0.821894736842105
ENSG00000102221.13	0.301473684210526
ENSG00000102225.15	0.676421052631579
ENSG00000102226.9	0.813157894736842
ENSG00000102241.11	0.799473684210526
ENSG00000102265.11	0.816526315789474
ENSG00000102271.13	0.815789473684211
ENSG00000102287.18	0.784105263157895
ENSG00000102302.7	0.813368421052632
ENSG00000102309.12	0.439684210526316
ENSG00000102312.21	0.815473684210526
ENSG00000102316.16	0.774315789473684
ENSG00000102317.17	0.808315789473684
ENSG00000102349.17	0.777157894736842
ENSG00000102359.6	0.00305263157894737
ENSG00000102362.15	0.175894736842105
ENSG00000102384.13	0.827052631578947
ENSG00000102390.10	0.318526315789474
ENSG00000102393.9	0.000210526315789474
ENSG00000102401.19	0.796210526315789
ENSG00000102409.9	0.0136842105263158
ENSG00000102445.18	0.0161052631578947
ENSG00000102452.15	0.0091578947368421
ENSG00000102466.15	0.0375789473684211
ENSG00000102468.10	0.0305263157894737
ENSG00000102471.13	0.662947368421053
ENSG00000102524.11	0.821263157894737
ENSG00000102531.16	0.806210526315789
ENSG00000102543.14	0.495473684210526
ENSG00000102547.18	0
ENSG00000102554.13	0.0337894736842105
ENSG00000102572.14	0.817052631578947
ENSG00000102575.10	0.0164210526315789
ENSG00000102580.14	0.00505263157894737
ENSG00000102595.19	0.435684210526316
ENSG00000102606.17	0.581894736842105
ENSG00000102699.5	0.399578947368421
ENSG00000102710.19	0.572421052631579
ENSG00000102738.7	0.814842105263158
ENSG00000102743.14	0.138315789473684
ENSG00000102753.9	0.0415789473684211
ENSG00000102755.11	0.816210526315789
ENSG00000102760.12	0.00115789473684211
ENSG00000102763.17	0.00673684210526316
ENSG00000102780.16	0.800736842105263
ENSG00000102781.13	0.0422105263157895
ENSG00000102786.14	0.820736842105263
ENSG00000102796.10	0.00821052631578947
ENSG00000102802.9	0.00126315789473684
ENSG00000102804.14	0.812736842105263
ENSG00000102805.14	0.797368421052632
ENSG00000102837.6	0.108631578947368
ENSG00000102858.12	0.284
ENSG00000102870.5	0.814105263157895
ENSG00000102871.15	0.808526315789474
ENSG00000102878.16	0.820105263157895
ENSG00000102879.15	0.817157894736842
ENSG00000102882.11	0
ENSG00000102886.14	0.537894736842105
ENSG00000102890.14	0.0734736842105263
ENSG00000102893.15	0.787052631578947
ENSG00000102897.9	0.798631578947368
ENSG00000102898.11	0.807052631578947
ENSG00000102900.12	0.800105263157895
ENSG00000102901.12	0.808947368421053
ENSG00000102904.14	0.449578947368421
ENSG00000102908.20	0.744210526315789
ENSG00000102910.13	0.115684210526316
ENSG00000102921.7	0.815894736842105
ENSG00000102924.11	0.120210526315789
ENSG00000102931.7	0.811684210526316
ENSG00000102934.9	0.0312631578947368
ENSG00000102935.11	0.811157894736842
ENSG00000102967.11	0.0350526315789474
ENSG00000102974.14	0.734526315789474
ENSG00000102977.13	0.820421052631579
ENSG00000102978.12	0.808
ENSG00000102981.9	0.822947368421053
ENSG00000102984.14	0.544736842105263
ENSG00000102996.4	0.812526315789474
ENSG00000103005.11	0.793263157894737
ENSG00000103018.16	0.813473684210526
ENSG00000103021.9	0.018
ENSG00000103024.7	0.794842105263158
ENSG00000103034.14	0.115578947368421
ENSG00000103035.10	0.820421052631579
ENSG00000103037.11	0.0166315789473684
ENSG00000103042.8	0.805157894736842
ENSG00000103043.14	0.804631578947368
ENSG00000103044.10	0.622736842105263
ENSG00000103047.7	0.200736842105263
ENSG00000103051.18	0.243052631578947
ENSG00000103056.11	0.028
ENSG00000103061.12	0.810736842105263
ENSG00000103064.13	0.579684210526316
ENSG00000103066.12	0.0465263157894737
ENSG00000103067.13	0.829473684210526
ENSG00000103091.14	0.018
ENSG00000103111.14	0.000421052631578947
ENSG00000103121.8	0.672315789473684
ENSG00000103126.14	0.793157894736842
ENSG00000103145.10	0.822526315789474
ENSG00000103148.15	0.280421052631579
ENSG00000103150.5	0.798105263157895
ENSG00000103152.11	0
ENSG00000103154.9	0.655578947368421
ENSG00000103160.11	0.000526315789473684
ENSG00000103168.16	0.471473684210526
ENSG00000103174.11	0.000736842105263158
ENSG00000103175.10	0.315052631578947
ENSG00000103184.11	0.0985263157894737
ENSG00000103187.7	0.00894736842105263
ENSG00000103194.15	0.748105263157895
ENSG00000103196.11	0.244315789473684
ENSG00000103197.16	0.0790526315789474
ENSG00000103199.13	0.00252631578947368
ENSG00000103202.12	0.688736842105263
ENSG00000103222.18	0.405473684210526
ENSG00000103226.17	0.560842105263158
ENSG00000103227.18	0.119684210526316
ENSG00000103241.6	0.814842105263158
ENSG00000103245.13	0.215789473684211
ENSG00000103248.18	0.377578947368421
ENSG00000103249.17	0.328526315789474
ENSG00000103253.17	0.00178947368421053
ENSG00000103254.9	0.0926315789473684
ENSG00000103257.8	0.818526315789474
ENSG00000103260.8	0.814947368421053
ENSG00000103264.17	0.700315789473684
ENSG00000103266.10	0.812
ENSG00000103269.13	0.615263157894737
ENSG00000103274.10	0.810526315789474
ENSG00000103275.19	0.113157894736842
ENSG00000103313.12	0.802631578947368
ENSG00000103316.10	0.0191578947368421
ENSG00000103319.11	0.0312631578947368
ENSG00000103326.11	0.0955789473684211
ENSG00000103335.21	0.585894736842105
ENSG00000103342.12	0.788947368421053
ENSG00000103343.12	0.80178947368421
ENSG00000103351.12	0.282105263157895
ENSG00000103353.15	0.811578947368421
ENSG00000103356.15	0.332736842105263
ENSG00000103363.14	0.818526315789474
ENSG00000103365.15	0.00989473684210526
ENSG00000103375.10	0.751052631578947
ENSG00000103381.11	0.0296842105263158
ENSG00000103404.14	0.608105263157895
ENSG00000103415.11	0.0153684210526316
ENSG00000103423.13	0.0116842105263158
ENSG00000103429.10	0.0871578947368421
ENSG00000103472.9	0.770105263157895
ENSG00000103479.15	0.353684210526316
ENSG00000103485.17	0.0248421052631579
ENSG00000103489.11	0.795473684210526
ENSG00000103490.13	0.824421052631579
ENSG00000103494.12	0.816526315789474
ENSG00000103495.13	0.816
ENSG00000103496.14	0.00126315789473684
ENSG00000103502.13	0.783368421052632
ENSG00000103507.13	0.822526315789474
ENSG00000103510.19	0.0195789473684211
ENSG00000103512.14	0.108842105263158
ENSG00000103522.15	0.82
ENSG00000103528.16	0.656526315789474
ENSG00000103540.16	0.751263157894737
ENSG00000103544.14	0.036
ENSG00000103549.21	0.598105263157895
ENSG00000103550.13	0.344
ENSG00000103569.9	0.813368421052632
ENSG00000103591.12	0.008
ENSG00000103599.19	0.0365263157894737
ENSG00000103642.11	0.0271578947368421
ENSG00000103647.12	0.808105263157895
ENSG00000103653.16	0.0255789473684211
ENSG00000103657.13	0.821894736842105
ENSG00000103671.9	0.105789473684211
ENSG00000103707.9	0.137157894736842
ENSG00000103710.10	0.820315789473684
ENSG00000103740.9	0.822631578947368
ENSG00000103769.9	0.812736842105263
ENSG00000103811.15	0.101157894736842
ENSG00000103852.12	0.00284210526315789
ENSG00000103855.17	0.118947368421053
ENSG00000103876.11	0.366947368421053
ENSG00000103888.16	0.755789473684211
ENSG00000103932.11	0.154526315789474
ENSG00000103942.12	0.797263157894737
ENSG00000103966.10	0.768947368421053
ENSG00000103978.15	0.825157894736842
ENSG00000103994.16	0.801473684210526
ENSG00000103995.13	0.0298947368421053
ENSG00000104043.14	0.817157894736842
ENSG00000104044.15	0.115368421052632
ENSG00000104047.14	0.012
ENSG00000104064.16	0.0292631578947368
ENSG00000104067.16	0.818105263157895
ENSG00000104081.13	0.814210526315789
ENSG00000104093.13	0.491368421052632
ENSG00000104129.9	0.818631578947368
ENSG00000104131.12	0.819789473684211
ENSG00000104133.14	0.808210526315789
ENSG00000104140.6	0.809263157894737
ENSG00000104142.10	0.817157894736842
ENSG00000104147.8	0.658947368421053
ENSG00000104154.6	0.790210526315789
ENSG00000104164.10	0.825157894736842
ENSG00000104177.17	0.00189473684210526
ENSG00000104205.12	0.453789473684211
ENSG00000104213.12	0.560526315789474
ENSG00000104218.14	0.796210526315789
ENSG00000104219.12	0.0237894736842105
ENSG00000104221.12	0.818315789473684
ENSG00000104228.12	0.734631578947368
ENSG00000104231.10	0.180210526315789
ENSG00000104267.9	0.0213684210526316
ENSG00000104290.10	0.161894736842105
ENSG00000104299.14	0.823578947368421
ENSG00000104312.7	0.380526315789474
ENSG00000104320.13	0.0202105263157895
ENSG00000104324.15	0.00673684210526316
ENSG00000104325.6	0.0165263157894737
ENSG00000104327.7	0.817368421052632
ENSG00000104331.8	0.801578947368421
ENSG00000104332.11	0.641263157894737
ENSG00000104341.16	0.04
ENSG00000104343.19	0.406947368421053
ENSG00000104356.10	0.810421052631579
ENSG00000104361.9	0.798421052631579
ENSG00000104365.13	0.00463157894736842
ENSG00000104368.17	0.806736842105263
ENSG00000104369.4	0.763473684210526
ENSG00000104375.15	0.812947368421053
ENSG00000104381.12	0.689052631578947
ENSG00000104388.14	0.364631578947368
ENSG00000104408.9	0.250421052631579
ENSG00000104412.7	0.198105263157895
ENSG00000104415.13	0.318526315789474
ENSG00000104419.14	0.799684210526316
ENSG00000104427.11	0.799157894736842
ENSG00000104432.13	0.810421052631579
ENSG00000104435.13	0.774736842105263
ENSG00000104442.9	0.81
ENSG00000104447.12	0.0113684210526316
ENSG00000104450.12	0.000947368421052632
ENSG00000104472.9	0.508421052631579
ENSG00000104490.17	0.00705263157894737
ENSG00000104497.13	0.790315789473684
ENSG00000104517.12	0.813052631578947
ENSG00000104518.10	0.363789473684211
ENSG00000104522.15	0.00652631578947368
ENSG00000104524.13	0.734
ENSG00000104529.17	0.789684210526316
ENSG00000104549.11	0.817473684210526
ENSG00000104611.11	0.203473684210526
ENSG00000104613.11	0.800947368421053
ENSG00000104626.14	0.008
ENSG00000104635.13	0.819052631578947
ENSG00000104643.9	0.0184210526315789
ENSG00000104660.17	0.154947368421053
ENSG00000104671.7	0.817157894736842
ENSG00000104679.10	0.821684210526316
ENSG00000104687.12	0.806842105263158
ENSG00000104689.9	0.325368421052632
ENSG00000104691.14	0.00873684210526316
ENSG00000104695.12	0.774210526315789
ENSG00000104714.13	0.223789473684211
ENSG00000104722.13	0.813263157894737
ENSG00000104723.20	0.154526315789474
ENSG00000104728.15	0.654105263157895
ENSG00000104731.13	0.784842105263158
ENSG00000104738.16	0.066421052631579
ENSG00000104756.15	0.008
ENSG00000104763.18	0
ENSG00000104765.15	0.817473684210526
ENSG00000104774.12	0.502421052631579
ENSG00000104783.11	0.814842105263158
ENSG00000104805.15	0.0228421052631579
ENSG00000104808.7	0.0398947368421053
ENSG00000104812.14	0.0378947368421053
ENSG00000104814.12	0.817263157894737
ENSG00000104823.8	0.809157894736842
ENSG00000104824.16	0.814736842105263
ENSG00000104825.16	0.194947368421053
ENSG00000104826.12	0.808947368421053
ENSG00000104833.11	0.138947368421053
ENSG00000104835.14	0.0937894736842105
ENSG00000104852.14	0.0248421052631579
ENSG00000104853.15	0.804
ENSG00000104856.13	0.817052631578947
ENSG00000104859.14	0.813894736842105
ENSG00000104863.11	0.0472631578947368
ENSG00000104866.10	0.155894736842105
ENSG00000104870.12	0.475578947368421
ENSG00000104872.10	0.018
ENSG00000104879.4	0.810842105263158
ENSG00000104880.17	0.0106315789473684
ENSG00000104881.15	0.00105263157894737
ENSG00000104883.7	0.168105263157895
ENSG00000104884.14	0.138315789473684
ENSG00000104885.17	0.229052631578947
ENSG00000104886.11	0.0598947368421053
ENSG00000104888.9	0.0216842105263158
ENSG00000104889.5	0.814421052631579
ENSG00000104894.11	0.811473684210526
ENSG00000104897.9	0.816631578947368
ENSG00000104899.7	0.508421052631579
ENSG00000104903.4	0.818842105263158
ENSG00000104904.12	0.824105263157895
ENSG00000104907.12	0.690947368421053
ENSG00000104915.14	0.0538947368421053
ENSG00000104918.7	0.0838947368421053
ENSG00000104921.14	0.0170526315789474
ENSG00000104936.17	0.136315789473684
ENSG00000104946.12	0.0869473684210526
ENSG00000104951.15	0.812631578947368
ENSG00000104953.19	0.0191578947368421
ENSG00000104957.13	0.821052631578947
ENSG00000104960.15	0.0424210526315789
ENSG00000104964.14	0.235473684210526
ENSG00000104967.6	0.820736842105263
ENSG00000104969.9	0.0149473684210526
ENSG00000104972.15	0.0228421052631579
ENSG00000104973.16	0.809263157894737
ENSG00000104974.11	0.692105263157895
ENSG00000104976.11	0.820315789473684
ENSG00000104979.8	0.0314736842105263
ENSG00000104980.7	0.339894736842105
ENSG00000104983.8	0.0345263157894737
ENSG00000104998.3	0.0225263157894737
ENSG00000105011.8	0.798526315789474
ENSG00000105048.16	0.590526315789474
ENSG00000105053.10	0.0741052631578947
ENSG00000105058.11	0.76
ENSG00000105063.18	0.814421052631579
ENSG00000105072.8	0.329789473684211
ENSG00000105085.10	0.816947368421053
ENSG00000105088.8	0.0249473684210526
ENSG00000105122.12	0.0618947368421053
ENSG00000105127.8	0.352105263157895
ENSG00000105131.7	0.817578947368421
ENSG00000105135.15	0.00821052631578947
ENSG00000105136.20	0.313894736842105
ENSG00000105137.12	0.825473684210526
ENSG00000105141.5	0.820105263157895
ENSG00000105146.12	0.374842105263158
ENSG00000105171.9	0.752
ENSG00000105173.13	0.729157894736842
ENSG00000105176.17	0.810736842105263
ENSG00000105185.11	0.388842105263158
ENSG00000105186.15	0.0143157894736842
ENSG00000105193.8	0.00726315789473684
ENSG00000105197.10	0.811473684210526
ENSG00000105202.8	0.306842105263158
ENSG00000105204.13	0.819473684210526
ENSG00000105219.8	0.818210526315789
ENSG00000105220.14	0.810105263157895
ENSG00000105221.16	0.806526315789474
ENSG00000105223.19	0.0169473684210526
ENSG00000105227.14	0.466315789473684
ENSG00000105229.6	0.00652631578947368
ENSG00000105245.9	0.140210526315789
ENSG00000105246.5	0.771263157894737
ENSG00000105248.15	0.122736842105263
ENSG00000105254.11	0.0306315789473684
ENSG00000105258.8	0.00357894736842105
ENSG00000105270.14	0.074
ENSG00000105281.12	0.531578947368421
ENSG00000105287.12	0.0973684210526316
ENSG00000105289.14	0.499263157894737
ENSG00000105290.11	0.106105263157895
ENSG00000105298.13	0.281368421052632
ENSG00000105321.12	0.814526315789474
ENSG00000105323.16	0.815263157894737
ENSG00000105325.13	0.0102105263157895
ENSG00000105327.17	0.814105263157895
ENSG00000105329.9	0.243157894736842
ENSG00000105339.10	0.619578947368421
ENSG00000105341.18	0.125157894736842
ENSG00000105352.10	0.813473684210526
ENSG00000105355.8	0.123263157894737
ENSG00000105357.15	0.0754736842105263
ENSG00000105364.13	0.096
ENSG00000105369.9	0.820421052631579
ENSG00000105372.6	0.794315789473684
ENSG00000105373.18	0.0778947368421053
ENSG00000105374.9	0.816631578947368
ENSG00000105376.4	0.144736842105263
ENSG00000105379.9	0.665684210526316
ENSG00000105383.14	0.254947368421053
ENSG00000105393.15	0.126631578947368
ENSG00000105397.13	0.0105263157894737
ENSG00000105401.8	0.0354736842105263
ENSG00000105402.7	0.646947368421053
ENSG00000105404.10	0.684421052631579
ENSG00000105409.16	0.819157894736842
ENSG00000105419.17	0.790315789473684
ENSG00000105426.16	0.00431578947368421
ENSG00000105427.9	0.819684210526316
ENSG00000105429.12	0.0170526315789474
ENSG00000105438.8	0.822947368421053
ENSG00000105443.13	0.0423157894736842
ENSG00000105447.12	0.0432631578947368
ENSG00000105464.3	0.809684210526316
ENSG00000105472.12	0.814210526315789
ENSG00000105479.15	0.00189473684210526
ENSG00000105483.17	0
ENSG00000105486.13	0.0892631578947368
ENSG00000105497.7	0.817263157894737
ENSG00000105499.13	0
ENSG00000105501.12	0.659263157894737
ENSG00000105509.10	0.815578947368421
ENSG00000105514.7	0.0318947368421053
ENSG00000105516.10	0.807894736842105
ENSG00000105518.13	0.813368421052632
ENSG00000105519.15	0.0678947368421053
ENSG00000105520.10	0.0429473684210526
ENSG00000105538.9	0.164421052631579
ENSG00000105552.14	0.812105263157895
ENSG00000105556.11	0.0155789473684211
ENSG00000105559.11	0.0285263157894737
ENSG00000105568.17	0.0209473684210526
ENSG00000105576.15	0.0246315789473684
ENSG00000105583.9	0.0347368421052632
ENSG00000105607.12	0.681684210526316
ENSG00000105609.16	0.814736842105263
ENSG00000105612.8	0.0769473684210526
ENSG00000105617.3	0.814210526315789
ENSG00000105618.13	0.587578947368421
ENSG00000105619.13	0.553052631578947
ENSG00000105639.18	0.816421052631579
ENSG00000105640.12	0.797894736842105
ENSG00000105643.9	0.486631578947368
ENSG00000105647.16	0.816526315789474
ENSG00000105649.9	0.235263157894737
ENSG00000105650.21	0.234105263157895
ENSG00000105655.18	0.0907368421052632
ENSG00000105656.12	0.644421052631579
ENSG00000105662.15	0.819578947368421
ENSG00000105664.10	0.812
ENSG00000105669.13	0.305684210526316
ENSG00000105671.11	0.53978947368421
ENSG00000105672.14	0.0196842105263158
ENSG00000105676.13	0.820947368421053
ENSG00000105677.11	0.153578947368421
ENSG00000105695.14	0.0557894736842105
ENSG00000105696.8	0.811368421052632
ENSG00000105697.7	0.807578947368421
ENSG00000105698.15	0.821684210526316
ENSG00000105699.16	0.356631578947368
ENSG00000105700.10	0.0205263157894737
ENSG00000105701.15	0.809473684210526
ENSG00000105705.15	0.0251578947368421
ENSG00000105707.13	0.0968421052631579
ENSG00000105708.8	0.0147368421052632
ENSG00000105711.11	0.0769473684210526
ENSG00000105717.13	0.813263157894737
ENSG00000105722.9	0.814842105263158
ENSG00000105723.11	0.819789473684211
ENSG00000105726.16	0.102105263157895
ENSG00000105732.12	0.0302105263157895
ENSG00000105737.9	0.00126315789473684
ENSG00000105738.10	0.00978947368421053
ENSG00000105750.14	0.326105263157895
ENSG00000105755.7	0.151894736842105
ENSG00000105767.2	0.790421052631579
ENSG00000105771.13	0.319157894736842
ENSG00000105778.18	0.794210526315789
ENSG00000105784.15	0.814
ENSG00000105792.19	0.0225263157894737
ENSG00000105793.15	0.0353684210526316
ENSG00000105808.17	0.478
ENSG00000105810.9	0.813368421052632
ENSG00000105819.13	0.563684210526316
ENSG00000105821.14	0.0876842105263158
ENSG00000105825.11	0.812105263157895
ENSG00000105829.11	0.00284210526315789
ENSG00000105835.11	0.814631578947368
ENSG00000105849.5	0.0905263157894737
ENSG00000105851.10	0.818526315789474
ENSG00000105852.10	0.735473684210526
ENSG00000105854.12	0.0962105263157895
ENSG00000105855.9	0.814631578947368
ENSG00000105856.13	0.814210526315789
ENSG00000105865.10	0.807578947368421
ENSG00000105866.13	0.178315789473684
ENSG00000105875.13	0.759789473684211
ENSG00000105877.17	0.0318947368421053
ENSG00000105879.11	0.811578947368421
ENSG00000105887.10	0.0426315789473684
ENSG00000105894.11	0.000421052631578947
ENSG00000105926.15	0.0326315789473684
ENSG00000105928.13	0.0501052631578947
ENSG00000105939.12	0.802631578947368
ENSG00000105948.13	0.817368421052632
ENSG00000105953.14	0.631894736842105
ENSG00000105963.13	0.781684210526316
ENSG00000105967.15	0.819894736842105
ENSG00000105968.18	0.410736842105263
ENSG00000105971.14	0.210736842105263
ENSG00000105974.11	0.0562105263157895
ENSG00000105976.14	0.136210526315789
ENSG00000105982.16	0.789578947368421
ENSG00000105983.20	0.000631578947368421
ENSG00000105991.7	0.808315789473684
ENSG00000105993.14	0.722842105263158
ENSG00000105996.6	0.240526315789474
ENSG00000105997.22	0.825789473684211
ENSG00000106003.12	0.828736842105263
ENSG00000106004.4	0.0514736842105263
ENSG00000106009.15	0.297157894736842
ENSG00000106012.17	0.00484210526315789
ENSG00000106018.13	0.00947368421052632
ENSG00000106025.8	0.580526315789474
ENSG00000106028.10	0.82421052631579
ENSG00000106034.17	0.818105263157895
ENSG00000106049.8	0.0644210526315789
ENSG00000106052.13	0.0950526315789474
ENSG00000106066.14	0.0388421052631579
ENSG00000106069.21	0.133894736842105
ENSG00000106070.17	0.00568421052631579
ENSG00000106077.18	0.825263157894737
ENSG00000106078.17	0.818421052631579
ENSG00000106080.10	0.579052631578947
ENSG00000106086.18	0.801894736842105
ENSG00000106089.11	0.00621052631578947
ENSG00000106100.10	0.0364210526315789
ENSG00000106105.13	0.822736842105263
ENSG00000106123.11	0.593789473684211
ENSG00000106125.14	0.102947368421053
ENSG00000106133.17	0.589894736842105
ENSG00000106144.19	0.813578947368421
ENSG00000106153.12	0.0382105263157895
ENSG00000106211.8	0.816526315789474
ENSG00000106236.3	0.176631578947368
ENSG00000106244.12	0.823894736842105
ENSG00000106245.10	0.799684210526316
ENSG00000106246.17	0.00621052631578947
ENSG00000106258.13	0.813578947368421
ENSG00000106261.16	0.0183157894736842
ENSG00000106263.17	0.0724210526315789
ENSG00000106266.10	0.652210526315789
ENSG00000106268.15	0.122736842105263
ENSG00000106290.14	0.00926315789473684
ENSG00000106299.7	0.240421052631579
ENSG00000106305.9	0.795052631578947
ENSG00000106327.12	0.0186315789473684
ENSG00000106330.11	0.812421052631579
ENSG00000106333.12	0.803578947368421
ENSG00000106336.12	0.813052631578947
ENSG00000106344.8	0.489894736842105
ENSG00000106346.11	0.819473684210526
ENSG00000106348.16	0.802947368421053
ENSG00000106351.12	0.817157894736842
ENSG00000106355.9	0.678947368421053
ENSG00000106366.8	0.796526315789474
ENSG00000106367.13	0.201894736842105
ENSG00000106392.10	0.181894736842105
ENSG00000106397.11	0.782842105263158
ENSG00000106399.11	0.197473684210526
ENSG00000106400.11	0.814631578947368
ENSG00000106404.13	0.135578947368421
ENSG00000106415.12	0.0091578947368421
ENSG00000106443.15	0.223263157894737
ENSG00000106459.14	0.0184210526315789
ENSG00000106460.18	0.0770526315789474
ENSG00000106462.10	0.000421052631578947
ENSG00000106477.18	0.135789473684211
ENSG00000106479.10	0.400947368421053
ENSG00000106483.11	0.0698947368421053
ENSG00000106484.14	0.466315789473684
ENSG00000106511.5	0.240526315789474
ENSG00000106524.8	0.691684210526316
ENSG00000106526.10	0.0234736842105263
ENSG00000106537.7	0.237894736842105
ENSG00000106538.9	0.0510526315789474
ENSG00000106546.12	0.827578947368421
ENSG00000106554.11	0.791368421052632
ENSG00000106560.10	0.102210526315789
ENSG00000106565.17	0.208736842105263
ENSG00000106571.12	0.808736842105263
ENSG00000106588.10	0.813684210526316
ENSG00000106591.3	0.149789473684211
ENSG00000106603.18	0.0196842105263158
ENSG00000106605.10	0.00821052631578947
ENSG00000106608.16	0.00452631578947368
ENSG00000106609.16	0.789894736842105
ENSG00000106610.14	0.374
ENSG00000106615.9	0.0223157894736842
ENSG00000106617.13	0.667157894736842
ENSG00000106624.10	0.162526315789474
ENSG00000106628.10	0.094
ENSG00000106631.8	0.813368421052632
ENSG00000106635.7	0.108105263157895
ENSG00000106636.7	0.0830526315789474
ENSG00000106638.15	0.0490526315789474
ENSG00000106665.15	0.123263157894737
ENSG00000106682.14	0.817263157894737
ENSG00000106683.14	0.0922105263157895
ENSG00000106686.16	0.0228421052631579
ENSG00000106688.11	0.144736842105263
ENSG00000106692.13	0.691578947368421
ENSG00000106701.11	0.805684210526316
ENSG00000106714.17	0.161368421052632
ENSG00000106723.16	0.0190526315789474
ENSG00000106733.20	0.311052631578947
ENSG00000106771.12	0.385263157894737
ENSG00000106772.17	0.193578947368421
ENSG00000106780.8	0.812
ENSG00000106785.14	0.383578947368421
ENSG00000106789.12	0.275263157894737
ENSG00000106799.12	0.0258947368421053
ENSG00000106803.9	0.814315789473684
ENSG00000106804.7	0.59021052631579
ENSG00000106809.10	0.0217894736842105
ENSG00000106819.11	0.766526315789474
ENSG00000106823.12	0.000105263157894737
ENSG00000106829.18	0.808947368421053
ENSG00000106852.15	0.799473684210526
ENSG00000106853.18	0.0633684210526316
ENSG00000106868.16	0.136105263157895
ENSG00000106927.11	0.794947368421053
ENSG00000106948.16	0.718421052631579
ENSG00000106952.7	0.814105263157895
ENSG00000106976.20	0.179578947368421
ENSG00000106991.13	0.808105263157895
ENSG00000106992.17	0.819052631578947
ENSG00000106993.11	0.00210526315789474
ENSG00000107020.9	0.249368421052632
ENSG00000107021.15	0.754736842105263
ENSG00000107036.11	0.808421052631579
ENSG00000107077.18	0.069578947368421
ENSG00000107099.15	0
ENSG00000107104.18	0.0558947368421053
ENSG00000107130.9	0.737578947368421
ENSG00000107140.15	0.803473684210526
ENSG00000107159.12	0.808631578947368
ENSG00000107164.15	0.00378947368421053
ENSG00000107175.11	0.0111578947368421
ENSG00000107185.9	0.809052631578947
ENSG00000107186.16	0.0252631578947368
ENSG00000107201.9	0.0281052631578947
ENSG00000107223.12	0.809157894736842
ENSG00000107242.17	0.0334736842105263
ENSG00000107249.21	0.804421052631579
ENSG00000107262.18	0.810526315789474
ENSG00000107263.18	0.0396842105263158
ENSG00000107281.9	0.0425263157894737
ENSG00000107282.7	0.817578947368421
ENSG00000107290.13	0.271684210526316
ENSG00000107295.9	0.819368421052632
ENSG00000107317.12	0.0455789473684211
ENSG00000107331.16	0.728842105263158
ENSG00000107338.9	0.103157894736842
ENSG00000107341.4	0.815052631578947
ENSG00000107362.13	0.326842105263158
ENSG00000107371.12	0.82221052631579
ENSG00000107372.12	0.823684210526316
ENSG00000107404.19	0.796315789473684
ENSG00000107438.8	0.809263157894737
ENSG00000107443.15	0.815263157894737
ENSG00000107485.15	0.800210526315789
ENSG00000107518.16	0.0367368421052632
ENSG00000107521.18	0.784947368421053
ENSG00000107537.13	0.00378947368421053
ENSG00000107551.20	0.0129473684210526
ENSG00000107554.16	0.0214736842105263
ENSG00000107560.10	0.789368421052632
ENSG00000107562.16	0.730210526315789
ENSG00000107566.13	0.821894736842105
ENSG00000107581.12	0.820631578947368
ENSG00000107611.14	0.0209473684210526
ENSG00000107614.21	0.00610526315789474
ENSG00000107625.12	0.818736842105263
ENSG00000107643.15	0.815052631578947
ENSG00000107651.12	0.0144210526315789
ENSG00000107669.17	0.0453684210526316
ENSG00000107672.14	0.75
ENSG00000107679.14	0.004
ENSG00000107719.8	0.0329473684210526
ENSG00000107731.12	0.752842105263158
ENSG00000107736.19	0
ENSG00000107738.19	0.104842105263158
ENSG00000107742.12	0.0217894736842105
ENSG00000107745.17	0.0115789473684211
ENSG00000107758.15	0.797473684210526
ENSG00000107771.15	0.0193684210526316
ENSG00000107779.13	0.409578947368421
ENSG00000107789.15	0.579578947368421
ENSG00000107796.13	0.811684210526316
ENSG00000107798.17	0.0916842105263158
ENSG00000107815.7	0.274947368421053
ENSG00000107816.17	0.805578947368421
ENSG00000107819.13	0.0937894736842105
ENSG00000107821.14	0.817578947368421
ENSG00000107829.13	0.00126315789473684
ENSG00000107833.10	0.765789473684211
ENSG00000107854.5	0
ENSG00000107862.4	0.00968421052631579
ENSG00000107863.17	0.820421052631579
ENSG00000107864.14	0.811157894736842
ENSG00000107872.12	0.820526315789474
ENSG00000107874.10	0.799684210526316
ENSG00000107882.11	0.819684210526316
ENSG00000107890.16	0.316736842105263
ENSG00000107897.18	0.733473684210526
ENSG00000107902.13	0.583894736842105
ENSG00000107929.14	0.714947368421053
ENSG00000107937.18	0.300947368421053
ENSG00000107938.17	0.823684210526316
ENSG00000107949.16	0.786842105263158
ENSG00000107951.14	0.0191578947368421
ENSG00000107954.10	0.814526315789474
ENSG00000107957.16	0.0491578947368421
ENSG00000107959.15	0.300631578947368
ENSG00000107960.10	0.0166315789473684
ENSG00000107968.9	0.0337894736842105
ENSG00000107984.9	0.807789473684211
ENSG00000108001.13	0.0170526315789474
ENSG00000108010.11	0.0761052631578947
ENSG00000108018.15	0.809052631578947
ENSG00000108021.19	0.810631578947368
ENSG00000108039.17	0.627157894736842
ENSG00000108055.9	0.160842105263158
ENSG00000108061.11	0.817684210526316
ENSG00000108064.10	0.0195789473684211
ENSG00000108091.10	0.264421052631579
ENSG00000108094.14	0.809157894736842
ENSG00000108100.17	0.0206315789473684
