gene	p_values
ENSG00000009954.10	0.812315789473684
ENSG00000010017.12	0.0368421052631579
ENSG00000010030.13	0.402105263157895
ENSG00000010072.15	0.80578947368421
ENSG00000010165.19	0.816
ENSG00000010219.13	0.422315789473684
ENSG00000010244.18	0.822736842105263
ENSG00000010256.10	0.815157894736842
ENSG00000010270.13	0.0933684210526316
ENSG00000010278.12	0.062
ENSG00000010282.14	0.0868421052631579
ENSG00000010292.12	0.330526315789474
ENSG00000010295.19	0.0325263157894737
ENSG00000010310.8	0.814315789473684
ENSG00000010318.20	0.819263157894737
ENSG00000010319.6	0.820421052631579
ENSG00000010322.15	0.820526315789474
ENSG00000010327.10	0.816947368421053
ENSG00000010361.13	0
ENSG00000010379.15	0.0354736842105263
ENSG00000010404.17	0.00221052631578947
ENSG00000010438.16	0.807052631578947
ENSG00000010539.11	0.289578947368421
ENSG00000010610.9	0.0517894736842105
ENSG00000010626.14	0.381789473684211
ENSG00000010671.15	0.607894736842105
ENSG00000010704.18	0.00421052631578947
ENSG00000010803.16	0.333052631578947
ENSG00000010810.17	0.651368421052632
ENSG00000010818.9	0.798
ENSG00000010932.16	0.0318947368421053
ENSG00000011007.12	0.819894736842105
ENSG00000011009.10	0.813368421052632
ENSG00000011021.21	0.0263157894736842
ENSG00000011028.13	0.296526315789474
ENSG00000011105.12	0.0237894736842105
ENSG00000011114.14	0.779894736842105
ENSG00000011132.11	0.398421052631579
ENSG00000011143.16	0.227578947368421
ENSG00000011198.7	0.292105263157895
ENSG00000011201.11	0.02
ENSG00000011243.17	0.593473684210526
ENSG00000011258.15	0.819473684210526
ENSG00000011260.13	0.0527368421052632
ENSG00000011275.18	0.78778947368421
ENSG00000011295.15	0.285157894736842
ENSG00000011304.19	0.804105263157895
ENSG00000011347.9	0.805368421052632
ENSG00000011376.9	0.592421052631579
ENSG00000011405.13	0.816947368421053
ENSG00000011422.11	0.822947368421053
ENSG00000011426.10	0.814736842105263
ENSG00000011451.17	0.827578947368421
ENSG00000011454.16	0.0154736842105263
ENSG00000011465.16	0.814631578947368
ENSG00000011478.11	0.600105263157895
ENSG00000011485.14	0.0452631578947368
ENSG00000011523.13	0.432105263157895
ENSG00000011566.14	0.816105263157895
ENSG00000011590.13	0.0755789473684211
ENSG00000011600.11	0.820315789473684
ENSG00000011638.10	0.04
ENSG00000012048.20	0.0635789473684211
ENSG00000012061.15	0.0425263157894737
ENSG00000012124.16	0.249894736842105
ENSG00000012171.19	0.120842105263158
ENSG00000012174.11	0.0547368421052632
ENSG00000012211.12	0.815684210526316
ENSG00000012223.12	0.801052631578947
ENSG00000012232.8	0.804526315789474
ENSG00000012660.13	0.730105263157895
ENSG00000012779.10	0.808631578947368
ENSG00000012822.15	0.814631578947368
ENSG00000012963.14	0.813473684210526
ENSG00000012983.11	0.540947368421053
ENSG00000013016.15	0.816105263157895
ENSG00000013275.7	0.806105263157895
ENSG00000013288.8	0.310315789473684
ENSG00000013297.10	0.0142105263157895
ENSG00000013306.15	0.0771578947368421
ENSG00000013364.18	0.0495789473684211
ENSG00000013374.15	0.0484210526315789
ENSG00000013375.15	0.814631578947368
ENSG00000013392.7	0.309157894736842
ENSG00000013441.15	0.816842105263158
ENSG00000013503.9	0.00431578947368421
ENSG00000013523.9	0.0269473684210526
ENSG00000013561.17	0.335473684210526
ENSG00000013563.13	0
ENSG00000013573.16	0.568210526315789
ENSG00000013583.8	0.0530526315789474
ENSG00000013588.7	0.816421052631579
ENSG00000013619.13	0.814842105263158
ENSG00000013725.14	0.82221052631579
ENSG00000013810.18	0.0143157894736842
ENSG00000014123.9	0.792105263157895
ENSG00000014138.8	0.114842105263158
ENSG00000014164.6	0.392421052631579
ENSG00000014216.15	0.05
ENSG00000014257.15	0.814736842105263
ENSG00000014641.17	0.0218947368421053
ENSG00000014824.13	0.192210526315789
ENSG00000014914.20	0.0306315789473684
ENSG00000014919.12	0.772315789473684
ENSG00000015133.18	0.00936842105263158
ENSG00000015153.14	0.110947368421053
ENSG00000015171.19	0.815368421052632
ENSG00000015285.10	0.821684210526316
ENSG00000015475.18	0.105684210526316
ENSG00000015479.18	0.816105263157895
ENSG00000015520.14	0.666736842105263
ENSG00000015532.9	0.208631578947368
ENSG00000015676.17	0.326736842105263
ENSG00000016391.10	0.276947368421053
ENSG00000016402.13	0.783263157894737
ENSG00000016864.18	0.804
ENSG00000017260.19	0.815578947368421
ENSG00000017427.15	0.813789473684211
ENSG00000017483.14	0.0378947368421053
ENSG00000017797.12	0.798631578947368
ENSG00000018189.12	0.0608421052631579
ENSG00000018236.14	0.0130526315789474
ENSG00000018280.16	0.791684210526316
ENSG00000018408.14	0.791052631578947
ENSG00000018510.13	0.803263157894737
ENSG00000018610.13	0.174736842105263
ENSG00000018625.14	0.661157894736842
ENSG00000018699.11	0.0270526315789474
ENSG00000018869.16	0.00947368421052632
ENSG00000019102.11	0.800842105263158
ENSG00000019144.18	0.804736842105263
ENSG00000019169.10	0.00831578947368421
ENSG00000019485.13	0.802842105263158
ENSG00000019549.9	0.815684210526316
ENSG00000019582.14	0.823894736842105
ENSG00000019991.15	0.817684210526316
ENSG00000019995.6	0.0863157894736842
ENSG00000020129.15	0.805157894736842
ENSG00000020181.17	0.817684210526316
ENSG00000020256.19	0.804315789473684
ENSG00000020426.10	0.755052631578947
ENSG00000020577.13	0.822736842105263
ENSG00000020633.18	0.827157894736842
ENSG00000020922.12	0.391157894736842
ENSG00000021300.13	0.0505263157894737
ENSG00000021355.12	0.813473684210526
ENSG00000021461.16	0.00336842105263158
ENSG00000021488.12	0.157789473684211
ENSG00000021574.11	0.816
ENSG00000021645.18	0.82421052631579
ENSG00000021762.19	0.0571578947368421
ENSG00000021776.10	0.311052631578947
ENSG00000021826.14	0.0578947368421053
ENSG00000022267.16	0.00505263157894737
ENSG00000022277.12	0.582947368421053
ENSG00000022567.9	0.376947368421053
ENSG00000022840.15	0.807789473684211
ENSG00000022976.15	0.0731578947368421
ENSG00000023041.11	0.0486315789473684
ENSG00000023171.16	0.128
ENSG00000023191.16	0.00821052631578947
ENSG00000023228.13	0.028
ENSG00000023287.12	0.822421052631579
ENSG00000023318.7	0.816947368421053
ENSG00000023330.14	0.817894736842105
ENSG00000023445.13	0.809473684210526
ENSG00000023516.8	0.0352631578947368
ENSG00000023572.8	0.802105263157895
ENSG00000023608.4	0.209894736842105
ENSG00000023697.12	0.341473684210526
ENSG00000023734.10	0.559473684210526
ENSG00000023839.10	0.783263157894737
ENSG00000023892.10	0.809578947368421
ENSG00000023902.13	0.785368421052632
ENSG00000023909.9	0.216105263157895
ENSG00000024048.10	0.0213684210526316
ENSG00000024422.11	0.807578947368421
ENSG00000024862.17	0.00421052631578947
ENSG00000025039.14	0.131789473684211
ENSG00000025156.12	0.119052631578947
ENSG00000025293.16	0.816947368421053
ENSG00000025423.11	0.812947368421053
ENSG00000025434.18	0.510526315789474
ENSG00000025708.13	0.372210526315789
ENSG00000025770.18	0.805263157894737
ENSG00000025772.7	0.0238947368421053
ENSG00000025796.13	0.726842105263158
ENSG00000025800.13	0.819578947368421
ENSG00000026025.15	0.0118947368421053
ENSG00000026103.21	0.00452631578947368
ENSG00000026297.15	0.0272631578947368
ENSG00000026508.17	0.0208421052631579
ENSG00000026652.13	0.801052631578947
ENSG00000026751.16	0.808631578947368
ENSG00000026950.16	0.384105263157895
ENSG00000027001.9	0.0364210526315789
ENSG00000027075.14	0.038
ENSG00000027697.13	0.826315789473684
ENSG00000027847.13	0.693368421052632
ENSG00000027869.11	0.472210526315789
ENSG00000028116.16	0.205894736842105
ENSG00000028137.18	0.80578947368421
ENSG00000028203.17	0.673368421052632
ENSG00000028277.21	0.814315789473684
ENSG00000028310.17	0.442210526315789
ENSG00000028528.14	0.700736842105263
ENSG00000028839.9	0.783894736842105
ENSG00000029153.14	0.0566315789473684
ENSG00000029363.16	0.812631578947368
ENSG00000029364.11	0.812736842105263
ENSG00000029534.19	0.100210526315789
ENSG00000029639.10	0.00368421052631579
ENSG00000029725.16	0.116421052631579
ENSG00000029993.14	0.038
ENSG00000030066.13	0.809368421052632
ENSG00000030110.12	0.408315789473684
ENSG00000030419.16	0.816947368421053
ENSG00000030582.17	0.216736842105263
ENSG00000031003.10	0.636421052631579
ENSG00000031081.10	0.814421052631579
ENSG00000031691.6	0.00126315789473684
ENSG00000031698.12	0.0663157894736842
ENSG00000031823.14	0.806210526315789
ENSG00000032219.18	0.824315789473684
ENSG00000032389.12	0.719684210526316
ENSG00000032444.15	0.277473684210526
ENSG00000032742.17	0.0778947368421053
ENSG00000033011.11	0.773157894736842
ENSG00000033030.13	0.800210526315789
ENSG00000033050.7	0.808631578947368
ENSG00000033100.16	0.714315789473684
ENSG00000033122.18	0.0117894736842105
ENSG00000033170.16	0.314210526315789
ENSG00000033178.12	0.0510526315789474
ENSG00000033327.12	0.0130526315789474
ENSG00000033627.16	0.811052631578947
ENSG00000033800.13	0.170526315789474
ENSG00000033867.16	0.277473684210526
ENSG00000034053.14	0.813052631578947
ENSG00000034152.18	0.820105263157895
ENSG00000034510.5	0.815263157894737
ENSG00000034533.11	0.320842105263158
ENSG00000034677.12	0.0843157894736842
ENSG00000034693.14	0.820526315789474
ENSG00000034713.7	0.692947368421053
ENSG00000034971.16	0.113578947368421
ENSG00000035115.21	0.0835789473684211
ENSG00000035141.7	0.691789473684211
ENSG00000035403.17	0.0404210526315789
ENSG00000035664.11	0.348526315789474
ENSG00000035681.7	0.800947368421053
ENSG00000035687.9	0.805578947368421
ENSG00000035862.12	0.813052631578947
ENSG00000035928.15	0.0226315789473684
ENSG00000036054.12	0.0962105263157895
ENSG00000036257.12	0.183789473684211
ENSG00000036448.9	0.386
ENSG00000036530.8	0.794736842105263
ENSG00000036549.12	0.821157894736842
ENSG00000036672.15	0.148947368421053
ENSG00000037042.8	0.0286315789473684
ENSG00000037241.7	0.681894736842105
ENSG00000037280.15	0.715052631578947
ENSG00000037474.14	0.304315789473684
ENSG00000037637.10	0.0161052631578947
ENSG00000037749.11	0.632947368421053
ENSG00000037757.13	0.470736842105263
ENSG00000037897.16	0.807263157894737
ENSG00000038002.8	0.0262105263157895
ENSG00000038210.12	0.0291578947368421
ENSG00000038219.12	0.0209473684210526
ENSG00000038274.16	0.0448421052631579
ENSG00000038358.14	0.811473684210526
ENSG00000038382.18	0.815157894736842
ENSG00000038427.15	0.820842105263158
ENSG00000038532.14	0.329157894736842
ENSG00000038945.14	0.224105263157895
ENSG00000039068.18	0.817894736842105
ENSG00000039123.15	0.781578947368421
ENSG00000039319.16	0.769157894736842
ENSG00000039523.19	0.826526315789474
ENSG00000039537.13	0.464631578947368
ENSG00000039560.13	0.0417894736842105
ENSG00000039650.11	0.0634736842105263
ENSG00000040199.18	0.281157894736842
ENSG00000040275.16	0.133789473684211
ENSG00000040341.17	0.824
ENSG00000040487.12	0.282421052631579
ENSG00000040531.14	0.0628421052631579
ENSG00000040608.13	0.730842105263158
ENSG00000040633.12	0.781052631578947
ENSG00000040933.15	0.547263157894737
ENSG00000041357.15	0.0732631578947368
ENSG00000041802.10	0.373052631578947
ENSG00000041880.14	0.086
ENSG00000041982.15	0.133052631578947
ENSG00000041988.15	0.291578947368421
ENSG00000042062.11	0.0223157894736842
ENSG00000042088.13	0.0827368421052632
ENSG00000042286.14	0.808105263157895
ENSG00000042317.16	0.00926315789473684
ENSG00000042429.11	0.000421052631578947
ENSG00000042445.13	0.515894736842105
ENSG00000042493.15	0.018
ENSG00000042753.11	0.0248421052631579
ENSG00000042832.11	0.808842105263158
ENSG00000042980.12	0.799473684210526
ENSG00000043093.13	0.797263157894737
ENSG00000043143.20	0.814210526315789
ENSG00000043462.11	0.819157894736842
ENSG00000043514.15	0.522
ENSG00000043591.5	0.785368421052632
ENSG00000044090.8	0.306947368421053
ENSG00000044115.20	0.771263157894737
ENSG00000044446.11	0.813894736842105
ENSG00000044459.14	0.0674736842105263
ENSG00000044524.10	0.585473684210526
ENSG00000044574.7	0.831263157894737
ENSG00000046604.12	0.348
ENSG00000046647.13	0.440526315789474
ENSG00000046651.14	0.0205263157894737
ENSG00000046653.14	0.066
ENSG00000046889.18	0.0630526315789474
ENSG00000047056.14	0.791052631578947
ENSG00000047188.15	0.0195789473684211
ENSG00000047230.14	0.0238947368421053
ENSG00000047249.17	0.811684210526316
ENSG00000047315.15	0.771157894736842
ENSG00000047346.12	0.0237894736842105
ENSG00000047365.11	0.812315789473684
ENSG00000047410.13	0.803157894736842
ENSG00000047457.13	0.695578947368421
ENSG00000047578.12	0.814315789473684
ENSG00000047579.19	0.728105263157895
ENSG00000047597.5	0.0987368421052632
ENSG00000047621.11	0.0168421052631579
ENSG00000047634.14	0.327052631578947
ENSG00000047644.18	0.805684210526316
ENSG00000047648.21	0.0152631578947368
ENSG00000047849.21	0.00263157894736842
ENSG00000047932.13	0.0246315789473684
ENSG00000048028.11	0.18
ENSG00000048052.21	0.814210526315789
ENSG00000048140.17	0.802842105263158
ENSG00000048162.20	0.778947368421053
ENSG00000048342.15	0.809157894736842
ENSG00000048392.11	0.0244210526315789
ENSG00000048405.9	0.432421052631579
ENSG00000048471.13	0.645578947368421
ENSG00000048540.14	0.00178947368421053
ENSG00000048544.5	0.389473684210526
ENSG00000048649.13	0.802210526315789
ENSG00000048707.13	0.812421052631579
ENSG00000048740.18	0.01
ENSG00000048828.16	0.815157894736842
ENSG00000048991.16	0.818421052631579
ENSG00000049089.13	0.0178947368421053
ENSG00000049130.14	0.819684210526316
ENSG00000049167.13	0.528421052631579
ENSG00000049192.14	0.819473684210526
ENSG00000049239.12	0.301789473684211
ENSG00000049245.12	0.206736842105263
ENSG00000049246.14	0.815157894736842
ENSG00000049283.17	0.078
ENSG00000049323.15	0.800315789473684
ENSG00000049449.8	0.241157894736842
ENSG00000049540.16	0.810526315789474
ENSG00000049541.10	0.058
ENSG00000049618.22	0.809578947368421
ENSG00000049656.13	0.804842105263158
ENSG00000049759.17	0.583263157894737
ENSG00000049769.12	0.791684210526316
ENSG00000049860.13	0.729052631578947
ENSG00000049883.14	0.816421052631579
ENSG00000050130.17	0.326315789473684
ENSG00000050165.17	0.0802105263157895
ENSG00000050327.14	0.812842105263158
ENSG00000050344.8	0.481263157894737
ENSG00000050393.11	0.00242105263157895
ENSG00000050405.13	0.0453684210526316
ENSG00000050426.15	0.0210526315789474
ENSG00000050555.17	0.0782105263157895
ENSG00000050628.20	0.283157894736842
ENSG00000050748.17	0.149894736842105
ENSG00000050767.15	0.782105263157895
ENSG00000050820.16	0.0647368421052632
ENSG00000051009.10	0.213578947368421
ENSG00000051108.14	0.548631578947368
ENSG00000051128.18	0.0628421052631579
ENSG00000051180.16	0.817684210526316
ENSG00000051341.13	0.817578947368421
ENSG00000051382.8	0.822421052631579
ENSG00000051523.10	0.0315789473684211
ENSG00000051596.9	0.267368421052632
ENSG00000051620.10	0.0173684210526316
ENSG00000051825.14	0.220736842105263
ENSG00000052126.14	0.754105263157895
ENSG00000052344.15	0.815894736842105
ENSG00000052723.11	0.818947368421053
ENSG00000052749.13	0.104315789473684
ENSG00000052795.12	0.821263157894737
ENSG00000052802.12	0.780421052631579
ENSG00000052841.14	0.815052631578947
ENSG00000053254.15	0.804315789473684
ENSG00000053371.12	0.118105263157895
ENSG00000053372.4	0.000105263157894737
ENSG00000053438.8	0.805052631578947
ENSG00000053501.12	0.808631578947368
ENSG00000053702.14	0.815368421052632
ENSG00000053747.15	0.814526315789474
ENSG00000053770.11	0.0845263157894737
ENSG00000053900.10	0.413052631578947
ENSG00000053918.15	0.816736842105263
ENSG00000054116.11	0.146210526315789
ENSG00000054118.13	0.827894736842105
ENSG00000054148.17	0.000526315789473684
ENSG00000054179.11	0.807157894736842
ENSG00000054219.10	0.396210526315789
ENSG00000054267.21	0.312210526315789
ENSG00000054277.13	0.0472631578947368
ENSG00000054282.15	0.0114736842105263
ENSG00000054392.12	0.821894736842105
ENSG00000054523.17	0.0303157894736842
ENSG00000054598.6	0.812105263157895
ENSG00000054611.13	0.0726315789473684
ENSG00000054654.16	0.810105263157895
ENSG00000054690.13	0
ENSG00000054793.13	0.0113684210526316
ENSG00000054803.3	0.817684210526316
ENSG00000054938.15	0.191052631578947
ENSG00000054965.10	0.816842105263158
ENSG00000054967.12	0.0137894736842105
ENSG00000054983.16	0.0471578947368421
ENSG00000055044.10	0.813157894736842
ENSG00000055070.16	0.205789473684211
ENSG00000055118.14	0.0247368421052632
ENSG00000055130.15	0.812105263157895
ENSG00000055147.18	0.00263157894736842
ENSG00000055163.19	0.00673684210526316
ENSG00000055208.18	0.0113684210526316
ENSG00000055211.12	0.0336842105263158
ENSG00000055332.16	0.210421052631579
ENSG00000055483.19	0.0953684210526316
ENSG00000055609.17	0.810947368421053
ENSG00000055732.12	0.604315789473684
ENSG00000055813.5	0.3
ENSG00000055917.15	0.817052631578947
ENSG00000055950.16	0.134
ENSG00000055955.15	0.129473684210526
ENSG00000056050.6	0.822736842105263
ENSG00000056097.15	0.815894736842105
ENSG00000056277.15	0.0378947368421053
ENSG00000056558.10	0.00968421052631579
ENSG00000056586.15	0.821263157894737
ENSG00000056736.9	0.788421052631579
ENSG00000056972.18	0.813473684210526
ENSG00000056998.19	0.356947368421053
ENSG00000057019.15	0.0294736842105263
ENSG00000057252.12	0.0261052631578947
ENSG00000057294.14	0.813368421052632
ENSG00000057468.6	0.00947368421052632
ENSG00000057608.16	0.0615789473684211
ENSG00000057657.15	0.825368421052632
ENSG00000057663.14	0.0326315789473684
ENSG00000057704.12	0
ENSG00000057757.9	0.801473684210526
ENSG00000057935.13	0.794526315789474
ENSG00000058056.8	0.817789473684211
ENSG00000058063.15	0.0575789473684211
ENSG00000058085.14	0.19
ENSG00000058091.16	0.255578947368421
ENSG00000058262.9	0.79378947368421
ENSG00000058272.16	0.812947368421053
ENSG00000058404.19	0.0476842105263158
ENSG00000058453.16	0.784421052631579
ENSG00000058600.15	0.795368421052632
ENSG00000058668.14	0.816842105263158
ENSG00000058673.16	0.819789473684211
ENSG00000058729.10	0.0394736842105263
ENSG00000058799.14	0.828105263157895
ENSG00000058804.11	0.00326315789473684
ENSG00000058866.14	0.0753684210526316
ENSG00000059122.16	0.422315789473684
ENSG00000059145.18	0.813368421052632
ENSG00000059377.16	0.817263157894737
ENSG00000059378.12	0.770842105263158
ENSG00000059573.8	0.0829473684210526
ENSG00000059588.9	0.0203157894736842
ENSG00000059691.11	0.134947368421053
ENSG00000059728.10	0.763894736842105
ENSG00000059758.7	0.815894736842105
ENSG00000059769.19	0.188842105263158
ENSG00000059804.15	0.818526315789474
ENSG00000059915.16	0.106526315789474
ENSG00000060069.16	0.00547368421052632
ENSG00000060138.12	0.351157894736842
ENSG00000060140.8	0.815473684210526
ENSG00000060237.16	0.328842105263158
ENSG00000060339.13	0.825789473684211
ENSG00000060491.16	0.77378947368421
ENSG00000060558.3	0.664526315789474
ENSG00000060642.10	0.309368421052632
ENSG00000060656.19	0.000421052631578947
ENSG00000060688.12	0.0213684210526316
ENSG00000060709.14	0.110421052631579
ENSG00000060749.14	0.802736842105263
ENSG00000060762.18	0.704315789473684
ENSG00000060971.17	0.0322105263157895
ENSG00000060982.14	0.810210526315789
ENSG00000061273.17	0.708
ENSG00000061337.15	0.773368421052632
ENSG00000061455.10	0.0870526315789474
ENSG00000061656.9	0.805368421052632
ENSG00000061676.14	0.803473684210526
ENSG00000061794.12	0.0331578947368421
ENSG00000061918.12	0.334105263157895
ENSG00000061936.9	0.796736842105263
ENSG00000061938.16	0.810736842105263
ENSG00000061987.14	0.762736842105263
ENSG00000062194.15	0.819894736842105
ENSG00000062282.14	0.79978947368421
ENSG00000062370.16	0.0158947368421053
ENSG00000062485.18	0.811894736842105
ENSG00000062524.15	0.036
ENSG00000062582.13	0.806105263157895
ENSG00000062598.17	0.809263157894737
ENSG00000062650.17	0.0683157894736842
